Month,Day,Hour,mu_t,sigma_t,count
4,20,6,13.933333333333334,3.863134675857098,15
4,20,7,14.733333333333333,3.936399128040511,15
4,20,8,15.466666666666667,4.172472146045293,15
4,20,9,19.266666666666666,4.495500395898526,15
4,20,10,20.066666666666666,6.860515043833565,15
4,20,11,19.066666666666666,7.116044915407381,15
4,20,12,19.133333333333333,6.738658902891866,15
4,20,13,19.733333333333334,9.338603953992472,15
4,20,14,20.4,8.822050296193705,15
4,20,15,20.333333333333332,7.861903319777203,15
4,20,16,21.133333333333333,8.500980335624043,15
4,20,17,21.866666666666667,7.356888576280705,15
4,20,18,21.066666666666666,7.554248252914823,15
4,20,19,18.8,7.321202087089251,15
4,20,20,15.066666666666666,6.088240030309799,15
4,20,21,15.466666666666667,5.998412488396607,15
4,20,22,15.733333333333333,6.005552985917839,15
4,20,23,18.4,9.171384067537774,15
4,21,0,20.2,8.5623761722016,15
4,21,1,19.4,7.908404209627701,15
4,21,2,18.733333333333334,6.584252497617398,15
4,21,3,18.266666666666666,6.4638187150439474,15
4,21,4,16.8,5.8578396798039565,15
4,21,5,15.733333333333333,5.933761354278061,15
4,21,6,15.333333333333334,6.831300510639732,15
4,21,7,17.466666666666665,7.46292423217857,15
4,21,8,18.266666666666666,8.455485680624035,15
4,21,9,21.8,8.520563361656317,15
4,21,10,22.266666666666666,8.737984948051864,15
4,21,11,23.0,9.180725150319788,15
4,21,12,21.6,10.500340130545434,15
4,21,13,19.266666666666666,11.547830140436815,15
4,21,14,20.466666666666665,10.986138452397098,15
4,21,15,20.733333333333334,9.307958704146428,15
4,21,16,20.933333333333334,10.081572061841111,15
4,21,17,19.066666666666666,10.361099408478859,15
4,21,18,20.333333333333332,10.847426730181986,15
4,21,19,20.066666666666666,9.647106647418525,15
4,21,20,15.8,7.8576623204905625,15
4,21,21,17.333333333333332,5.498917642417936,15
4,21,22,19.133333333333333,6.65331997326648,15
4,21,23,21.866666666666667,11.10898392336238,15
4,22,0,19.933333333333334,8.514413549695487,15
4,22,1,17.666666666666668,8.607859088951102,15
4,22,2,18.733333333333334,6.860515043833566,15
4,22,3,16.333333333333332,5.789974915645967,15
4,22,4,15.666666666666666,5.327377627027428,15
4,22,5,14.333333333333334,5.7404164441598615,15
4,22,6,15.8,5.466782809451486,15
4,22,7,14.8,6.085110634045319,15
4,22,8,16.0,8.783100656536798,15
